timestamp,evento,ação,usuario,cod1,descricao_rede,cod2,nat_policy,porta_saida,porta_entrada,ip_origem,ip_destino,porta_origem,porta_destino,protocolo,flag
2025-03-06 11:37:47,Firewall Rule,Allowed,usuario@pmg.local,77.34,VPN CORPORATIVA,93,Custom SNAT,Port23.79,Port13,172.21.23.141,10.69.219.16,48506,443.0,ICMP,0
2025-03-06 11:36:53,Firewall Rule,Allowed,admin@pmg.local,209.43,VPN CORPORATIVA,183,Custom SNAT,Port13.18,Port12,10.38.223.189,192.168.155.250,59348,42262.0,UDP,1
2025-03-06 11:36:51,Allowed Access,Allowed,usuario@pmg.local,152.75,TRÁFEGO INTERNO,162,Custom SNAT,Port7.18,Port26,10.245.85.241,172.22.191.100,45346,143.0,ICMP,0
2025-03-06 11:37:28,Allowed Access,Allowed,usuario@pmg.local,153.97,ACESSO INTERNET REDE DE ACESSO,132,SNAT Alternativo,Port34.99,Port9,10.189.29.207,192.168.120.87,40883,3306.0,ICMP,0
2025-03-06 11:37:01,Firewall Rule,Allowed,vazio@pmg.local,136.18,TRÁFEGO INTERNO,227,Redirecionamento SNAT,Port27.19,Port26,10.73.180.128,10.3.113.208,40956,110.0,ICMP,0
2025-03-06 11:37:04,Allowed Access,Allowed,vazio@pmg.local,226.42,ACESSO À REDE WI-FI,160,Redirecionamento SNAT,Port25.47,Port47,172.17.24.86,10.192.192.124,62739,143.0,ICMP,1
2025-03-06 11:36:39,Session Log,Allowed,guest@pmg.local,205.41,VPN CORPORATIVA,128,SNAT Alternativo,Port5.1,Port25,10.109.33.134,172.27.223.107,28667,443.0,ICMP,1
2025-03-06 11:37:40,Firewall Rule,Allowed,admin@pmg.local,140.4,REDE CONVIDADO,183,Redirecionamento SNAT,Port44.63,Port16,172.22.120.241,192.168.155.250,12807,25.0,TCP,0
2025-03-06 11:37:33,Firewall Rule,Allowed,admin@pmg.local,168.4,REDE CONVIDADO,254,SNAT Alternativo,Port5.3,Port4,172.29.245.126,192.168.47.32,41597,110.0,TCP,1
2025-03-06 11:37:18,Session Log,Allowed,admin@pmg.local,49.48,TRÁFEGO INTERNO,182,Default SNAT IPv4,Port6.71,Port45,192.168.112.91,10.12.236.187,54058,3389.0,TCP,0
2025-03-06 11:36:27,Allowed Access,Allowed,usuario@pmg.local,138.63,REDE EDUCACIONAL,169,Custom SNAT,Port12.69,Port30,192.168.43.109,10.162.16.147,47495,443.0,UDP,1
2025-03-06 11:37:19,Session Log,Allowed,admin@pmg.local,186.43,ACESSO INTERNET REDE DE ACESSO,197,Default SNAT IPv4,Port42.18,Port12,192.168.207.75,10.16.148.161,41725,3389.0,ICMP,1
2025-03-06 11:36:56,Session Log,Allowed,scanner@iot.local,185.83,REDE CONVIDADO,280,Custom SNAT,Port48.86,Port28,192.168.27.52,10.9.204.134,47276,443.0,UDP,0
2025-03-06 11:36:17,Session Log,Allowed,vazio@pmg.local,102.57,REDE EDUCACIONAL,135,SNAT Alternativo,Port9.77,Port38,192.168.229.137,172.26.188.198,17685,3389.0,ICMP,0
2025-03-06 11:37:18,Firewall Rule,Allowed,admin@pmg.local,242.3,REDE CONVIDADO,87,Custom SNAT,Port5.59,Port8,172.22.98.143,10.229.253.23,26816,3306.0,TCP,0
2025-03-06 11:37:46,Allowed Access,Allowed,scanner@iot.local,169.82,ACESSO À REDE WI-FI,89,Default SNAT IPv4,Port23.39,Port44,10.177.113.186,10.68.104.98,34255,8080.0,ICMP,1
2025-03-06 11:36:38,Firewall Rule,Allowed,scanner@iot.local,47.81,VPN CORPORATIVA,97,Custom SNAT,Port13.25,Port13,172.28.242.204,172.21.105.22,21582,8080.0,ICMP,0
2025-03-06 11:37:34,Allowed Access,Allowed,scanner@iot.local,22.76,ACESSO INTERNET REDE DE ACESSO,152,Default SNAT IPv4,Port5.76,Port43,10.75.8.231,10.45.197.154,2588,25.0,UDP,1
2025-03-06 11:36:44,Session Log,Allowed,usuario@pmg.local,150.47,REDE CONVIDADO,158,Redirecionamento SNAT,Port27.29,Port41,172.16.27.157,172.28.94.89,2840,3306.0,UDP,0
2025-03-06 11:36:10,Allowed Access,Allowed,scanner@iot.local,200.67,TRÁFEGO INTERNO,187,Default SNAT IPv4,Port9.22,Port37,10.209.11.201,10.80.141.39,57508,25.0,ICMP,1
2025-03-06 11:37:14,Session Log,Allowed,usuario@pmg.local,233.73,VPN CORPORATIVA,130,Custom SNAT,Port11.36,Port13,172.18.144.204,172.20.96.141,10121,80.0,TCP,1
2025-03-06 11:37:10,Session Log,Allowed,vazio@pmg.local,118.02,REDE CONVIDADO,129,Default SNAT IPv4,Port25.93,Port25,172.26.233.200,192.168.130.37,6345,43003.0,TCP,1
2025-03-06 11:37:15,Allowed Access,Allowed,usuario@pmg.local,51.34,REDE EDUCACIONAL,54,Custom SNAT,Port29.47,Port46,10.220.47.23,172.28.65.246,45850,80.0,UDP,0
2025-03-06 11:37:09,Session Log,Allowed,usuario@pmg.local,170.52,ACESSO À REDE WI-FI,125,Redirecionamento SNAT,Port3.68,Port21,172.27.169.8,172.20.231.237,58553,3389.0,TCP,1
2025-03-06 11:37:19,Allowed Access,Allowed,vazio@pmg.local,26.96,ACESSO INTERNET REDE DE ACESSO,50,Custom SNAT,Port44.77,Port12,192.168.51.152,192.168.34.165,48086,3306.0,TCP,1
2025-03-06 11:36:48,Firewall Rule,Allowed,guest@pmg.local,248.69,REDE EDUCACIONAL,66,Default SNAT IPv4,Port31.80,Port12,172.20.19.157,172.25.242.76,20624,22.0,UDP,1
2025-03-06 11:37:25,Allowed Access,Allowed,usuario@pmg.local,126.06,ACESSO À REDE WI-FI,73,SNAT Alternativo,Port12.79,Port44,192.168.123.91,192.168.38.51,11172,80.0,ICMP,1
2025-03-06 11:36:08,Allowed Access,Allowed,guest@pmg.local,141.37,ACESSO À REDE WI-FI,76,SNAT Alternativo,Port47.21,Port44,192.168.100.110,10.41.194.159,24768,22.0,UDP,0
2025-03-06 11:36:56,Firewall Rule,Allowed,vazio@pmg.local,240.67,VPN CORPORATIVA,123,Default SNAT IPv4,Port16.8,Port4,172.25.207.96,192.168.111.119,21203,22.0,UDP,1
2025-03-06 11:37:46,Firewall Rule,Allowed,usuario@pmg.local,86.28,TRÁFEGO INTERNO,53,SNAT Alternativo,Port44.47,Port42,10.229.202.102,172.26.105.108,53624,143.0,UDP,1
2025-03-06 11:36:05,Allowed Access,Allowed,usuario@pmg.local,74.96,TRÁFEGO INTERNO,74,Default SNAT IPv4,Port31.49,Port1,172.29.167.126,172.31.123.163,52702,110.0,TCP,0
2025-03-06 11:36:32,Firewall Rule,Allowed,admin@pmg.local,193.21,ACESSO INTERNET REDE DE ACESSO,293,SNAT Alternativo,Port34.19,Port33,192.168.40.59,172.22.12.220,12125,25.0,UDP,1
2025-03-06 11:37:32,Firewall Rule,Allowed,scanner@iot.local,23.09,ACESSO INTERNET REDE DE ACESSO,70,SNAT Alternativo,Port15.32,Port10,172.31.170.206,192.168.24.143,41528,110.0,TCP,1
2025-03-06 11:37:41,Firewall Rule,Accepted,guest@pmg.local,231.82,REDE EDUCACIONAL,145,Default SNAT IPv4,Port29.5,Port8,172.26.242.11,172.22.75.193,58106,110.0,UDP,0
2025-03-06 11:37:01,Allowed Access,Allowed,usuario@pmg.local,181.69,REDE CONVIDADO,88,Default SNAT IPv4,Port38.28,Port24,10.155.8.164,192.168.110.116,63128,32396.0,UDP,1
2025-03-06 11:36:50,Firewall Rule,Allowed,admin@pmg.local,54.99,REDE EDUCACIONAL,214,Redirecionamento SNAT,Port32.79,Port48,172.27.235.161,172.23.20.17,46009,3389.0,UDP,1
2025-03-06 11:37:21,Firewall Rule,Allowed,usuario@pmg.local,173.3,VPN CORPORATIVA,162,Custom SNAT,Port38.84,Port36,192.168.43.97,172.31.146.114,60597,110.0,TCP,0
2025-03-06 11:36:42,Session Log,Allowed,guest@pmg.local,107.57,ACESSO INTERNET REDE DE ACESSO,95,SNAT Alternativo,Port40.4,Port38,192.168.206.38,192.168.60.9,36702,443.0,ICMP,0
2025-03-06 11:36:39,Session Log,Allowed,usuario@pmg.local,125.48,TRÁFEGO INTERNO,285,Custom SNAT,Port39.58,Port35,10.79.29.170,192.168.203.103,17595,3389.0,TCP,0
2025-03-06 11:36:34,Firewall Rule,Allowed,vazio@pmg.local,85.0,VPN CORPORATIVA,59,Default SNAT IPv4,Port2.98,Port26,192.168.217.167,192.168.155.250,39336,22.0,TCP,0
2025-03-06 11:36:28,Firewall Rule,Allowed,vazio@pmg.local,97.89,REDE CONVIDADO,175,Default SNAT IPv4,Port11.47,Port50,10.231.51.229,172.21.253.135,6448,110.0,ICMP,1
2025-03-06 11:36:00,Firewall Rule,Allowed,usuario@pmg.local,84.96,REDE EDUCACIONAL,82,Custom SNAT,Port14.94,Port1,172.30.53.168,172.28.48.48,38887,8080.0,UDP,1
2025-03-06 11:37:57,Session Log,Allowed,vazio@pmg.local,198.17,ACESSO INTERNET REDE DE ACESSO,261,Default SNAT IPv4,Port11.20,Port29,10.159.95.112,192.168.127.113,35740,143.0,UDP,0
2025-03-06 11:36:09,Firewall Rule,Allowed,usuario@pmg.local,109.96,ACESSO INTERNET REDE DE ACESSO,51,SNAT Alternativo,Port50.50,Port29,192.168.142.210,172.20.231.237,44722,443.0,ICMP,1
2025-03-06 11:37:05,Session Log,Allowed,guest@pmg.local,89.14,ACESSO À REDE WI-FI,167,Default SNAT IPv4,Port20.2,Port3,172.26.242.11,172.28.251.159,37687,25.0,TCP,1
2025-03-06 11:37:12,Session Log,Allowed,vazio@pmg.local,192.8,REDE EDUCACIONAL,229,Redirecionamento SNAT,Port22.76,Port34,10.149.42.156,10.124.214.54,21822,110.0,ICMP,0
2025-03-06 11:36:53,Session Log,Allowed,vazio@pmg.local,82.99,ACESSO À REDE WI-FI,199,Custom SNAT,Port40.60,Port29,10.48.14.134,172.26.18.149,47243,80.0,ICMP,0
2025-03-06 11:36:38,Firewall Rule,Accepted,guest@pmg.local,13.1,TRÁFEGO INTERNO,300,Redirecionamento SNAT,Port17.72,Port1,172.17.222.22,192.168.111.119,54072,44728.0,TCP,1
2025-03-06 11:37:25,Firewall Rule,Allowed,guest@pmg.local,225.1,ACESSO INTERNET REDE DE ACESSO,194,Redirecionamento SNAT,Port15.10,Port29,192.168.97.203,172.28.121.176,22986,8443.0,UDP,0
2025-03-06 11:37:36,Allowed Access,Allowed,admin@pmg.local,194.64,ACESSO INTERNET REDE DE ACESSO,92,Custom SNAT,Port2.86,Port35,172.24.13.94,192.168.33.17,56348,8443.0,TCP,0
2025-03-06 11:36:55,Firewall Rule,Allowed,guest@pmg.local,179.98,ACESSO INTERNET REDE DE ACESSO,207,Redirecionamento SNAT,Port36.36,Port24,10.225.89.132,192.168.144.195,57143,3389.0,UDP,1
2025-03-06 11:36:51,Allowed Access,Allowed,scanner@iot.local,63.92,REDE EDUCACIONAL,176,SNAT Alternativo,Port12.99,Port10,10.211.1.208,172.22.3.146,8703,80.0,TCP,0
2025-03-06 11:37:49,Allowed Access,Allowed,guest@pmg.local,96.94,ACESSO À REDE WI-FI,92,Custom SNAT,Port34.65,Port1,172.19.139.43,192.168.69.122,42170,22.0,UDP,0
2025-03-06 11:37:08,Firewall Rule,Allowed,scanner@iot.local,94.22,ACESSO À REDE WI-FI,212,SNAT Alternativo,Port40.32,Port37,172.17.2.204,10.25.53.240,56077,110.0,ICMP,1
2025-03-06 11:36:07,Allowed Access,Allowed,scanner@iot.local,239.16,VPN CORPORATIVA,159,Redirecionamento SNAT,Port28.2,Port18,172.29.129.32,10.68.5.140,30401,8080.0,ICMP,1
2025-03-06 11:36:34,Allowed Access,Allowed,usuario@pmg.local,197.26,ACESSO À REDE WI-FI,195,Redirecionamento SNAT,Port25.4,Port31,10.43.245.104,10.45.197.154,13544,21222.0,TCP,1
2025-03-06 11:37:34,Firewall Rule,Allowed,scanner@iot.local,240.2,REDE CONVIDADO,88,Redirecionamento SNAT,Port20.89,Port33,10.155.157.28,192.168.172.146,63527,3389.0,ICMP,1
2025-03-06 11:37:40,Allowed Access,Accepted,admin@pmg.local,88.85,TRÁFEGO INTERNO,126,Default SNAT IPv4,Port43.33,Port16,172.25.80.34,192.168.26.91,26713,8443.0,TCP,0
2025-03-06 11:36:44,Session Log,Allowed,vazio@pmg.local,235.62,ACESSO INTERNET REDE DE ACESSO,68,Custom SNAT,Port19.66,Port1,172.23.241.130,172.25.83.59,24357,22.0,TCP,1
2025-03-06 11:37:36,Session Log,Accepted,usuario@pmg.local,74.21,ACESSO INTERNET REDE DE ACESSO,171,Redirecionamento SNAT,Port23.27,Port33,192.168.240.236,10.31.11.38,32772,22.0,TCP,0
2025-03-06 11:36:48,Firewall Rule,Allowed,vazio@pmg.local,231.44,ACESSO À REDE WI-FI,76,Default SNAT IPv4,Port4.32,Port5,172.21.252.136,10.207.242.4,23071,25.0,ICMP,1
2025-03-06 11:37:17,Firewall Rule,Allowed,scanner@iot.local,181.64,ACESSO À REDE WI-FI,159,Custom SNAT,Port12.79,Port1,172.17.100.194,10.186.167.203,63604,443.0,ICMP,1
2025-03-06 11:36:49,Firewall Rule,Allowed,vazio@pmg.local,47.01,VPN CORPORATIVA,78,Default SNAT IPv4,Port50.14,Port23,172.17.18.46,172.16.155.109,33925,8443.0,TCP,0
2025-03-06 11:36:16,Session Log,Allowed,guest@pmg.local,183.12,VPN CORPORATIVA,59,Default SNAT IPv4,Port11.73,Port6,172.26.167.151,10.236.248.103,22582,22.0,UDP,0
2025-03-06 11:36:28,Firewall Rule,Allowed,admin@pmg.local,101.2,TRÁFEGO INTERNO,86,Default SNAT IPv4,Port48.97,Port22,10.146.150.58,172.18.240.45,16846,143.0,ICMP,1
2025-03-06 11:37:57,Allowed Access,Allowed,vazio@pmg.local,76.38,ACESSO À REDE WI-FI,135,Custom SNAT,Port1.37,Port11,172.19.93.188,172.22.250.209,4692,15304.0,UDP,1
2025-03-06 11:37:41,Session Log,Allowed,scanner@iot.local,221.98,ACESSO À REDE WI-FI,242,Default SNAT IPv4,Port46.66,Port2,192.168.212.181,172.21.176.63,29553,143.0,TCP,1
2025-03-06 11:36:52,Session Log,Allowed,vazio@pmg.local,164.95,VPN CORPORATIVA,181,SNAT Alternativo,Port8.28,Port28,10.106.188.132,10.123.140.37,50231,443.0,TCP,0
2025-03-06 11:36:38,Session Log,Allowed,usuario@pmg.local,179.03,ACESSO INTERNET REDE DE ACESSO,194,Custom SNAT,Port6.62,Port44,10.67.189.166,10.97.127.227,49067,3306.0,TCP,1
2025-03-06 11:37:07,Session Log,Allowed,guest@pmg.local,52.24,REDE EDUCACIONAL,136,Default SNAT IPv4,Port8.53,Port10,172.22.66.61,10.138.164.168,21950,3306.0,TCP,1
2025-03-06 11:37:24,Firewall Rule,Allowed,scanner@iot.local,235.8,REDE CONVIDADO,99,Default SNAT IPv4,Port9.90,Port36,172.18.244.6,10.138.164.168,16679,143.0,UDP,0
2025-03-06 11:36:55,Session Log,Allowed,usuario@pmg.local,121.63,ACESSO INTERNET REDE DE ACESSO,93,SNAT Alternativo,Port48.10,Port7,192.168.207.75,192.168.100.155,32131,3389.0,ICMP,1
2025-03-06 11:36:17,Firewall Rule,Allowed,usuario@pmg.local,26.38,TRÁFEGO INTERNO,214,Default SNAT IPv4,Port7.48,Port30,10.123.214.148,172.23.91.169,1428,3306.0,ICMP,1
2025-03-06 11:36:58,Session Log,Allowed,scanner@iot.local,169.78,VPN CORPORATIVA,157,Redirecionamento SNAT,Port19.51,Port40,172.18.103.242,10.130.139.193,44983,443.0,ICMP,0
2025-03-06 11:37:04,Session Log,Allowed,usuario@pmg.local,215.95,ACESSO À REDE WI-FI,135,SNAT Alternativo,Port45.23,Port23,172.26.179.246,10.132.233.55,12068,80.0,UDP,1
2025-03-06 11:37:43,Firewall Rule,Allowed,guest@pmg.local,238.75,ACESSO INTERNET REDE DE ACESSO,221,Redirecionamento SNAT,Port9.35,Port15,10.60.183.57,192.168.245.79,47278,443.0,TCP,1
2025-03-06 11:36:35,Firewall Rule,Allowed,usuario@pmg.local,168.77,REDE CONVIDADO,94,SNAT Alternativo,Port43.54,Port44,10.200.66.145,172.19.139.3,27410,3389.0,ICMP,1
2025-03-06 11:36:15,Session Log,Allowed,scanner@iot.local,230.28,ACESSO À REDE WI-FI,295,Default SNAT IPv4,Port7.24,Port38,172.26.216.140,10.166.241.52,38514,8080.0,ICMP,1
2025-03-06 11:37:38,Firewall Rule,Allowed,usuario@pmg.local,138.01,REDE EDUCACIONAL,108,SNAT Alternativo,Port30.7,Port8,172.19.166.33,172.23.114.97,51284,30707.0,TCP,0
2025-03-06 11:36:11,Firewall Rule,Allowed,scanner@iot.local,51.39,REDE EDUCACIONAL,298,Default SNAT IPv4,Port41.33,Port10,172.16.91.40,172.29.22.136,43835,80.0,TCP,1
2025-03-06 11:37:46,Session Log,Allowed,usuario@pmg.local,120.28,ACESSO INTERNET REDE DE ACESSO,205,Redirecionamento SNAT,Port10.31,Port42,172.29.65.0,172.18.136.232,22692,25.0,TCP,0
2025-03-06 11:37:00,Session Log,Allowed,vazio@pmg.local,244.28,ACESSO INTERNET REDE DE ACESSO,139,Custom SNAT,Port6.50,Port2,192.168.55.5,10.255.130.210,40108,11862.0,TCP,0
2025-03-06 11:36:33,Firewall Rule,Allowed,vazio@pmg.local,205.4,REDE EDUCACIONAL,272,SNAT Alternativo,Port30.24,Port35,172.16.239.227,10.221.194.142,42264,8443.0,ICMP,1
2025-03-06 11:37:40,Allowed Access,Allowed,admin@pmg.local,63.28,REDE CONVIDADO,173,Redirecionamento SNAT,Port24.26,Port41,172.23.165.233,172.18.136.232,51847,1059.0,ICMP,1
2025-03-06 11:37:21,Allowed Access,Allowed,scanner@iot.local,103.55,TRÁFEGO INTERNO,162,Custom SNAT,Port10.52,Port43,10.10.115.227,172.31.146.114,8431,443.0,TCP,0
2025-03-06 11:36:45,Firewall Rule,Allowed,scanner@iot.local,237.31,REDE EDUCACIONAL,185,Redirecionamento SNAT,Port1.74,Port42,192.168.251.35,10.68.104.98,38344,4644.0,TCP,1
2025-03-06 11:37:39,Firewall Rule,Allowed,usuario@pmg.local,221.45,ACESSO INTERNET REDE DE ACESSO,199,Redirecionamento SNAT,Port32.4,Port47,192.168.54.151,10.55.137.11,52790,8443.0,TCP,1
2025-03-06 11:37:53,Session Log,Allowed,vazio@pmg.local,42.82,REDE CONVIDADO,121,Redirecionamento SNAT,Port40.62,Port16,172.21.172.30,172.22.191.100,53464,3306.0,ICMP,1
2025-03-06 11:36:49,Firewall Rule,Allowed,usuario@pmg.local,122.76,ACESSO INTERNET REDE DE ACESSO,192,Default SNAT IPv4,Port7.7,Port6,172.23.126.41,172.21.217.118,41335,25.0,TCP,0
2025-03-06 11:36:06,Allowed Access,Allowed,guest@pmg.local,155.36,TRÁFEGO INTERNO,193,Default SNAT IPv4,Port6.42,Port42,192.168.210.223,172.17.184.72,3002,8443.0,UDP,1
2025-03-06 11:37:42,Allowed Access,Allowed,guest@pmg.local,120.54,TRÁFEGO INTERNO,160,Default SNAT IPv4,Port15.36,Port40,172.22.66.235,172.21.228.222,59797,25.0,TCP,1
2025-03-06 11:36:25,Session Log,Allowed,scanner@iot.local,144.84,ACESSO INTERNET REDE DE ACESSO,179,Redirecionamento SNAT,Port14.52,Port23,192.168.116.79,172.17.13.226,24117,143.0,UDP,1
2025-03-06 11:36:14,Session Log,Allowed,admin@pmg.local,183.45,TRÁFEGO INTERNO,240,Redirecionamento SNAT,Port5.19,Port50,10.74.254.139,10.84.14.53,62888,8443.0,ICMP,1
2025-03-06 11:36:08,Firewall Rule,Allowed,guest@pmg.local,66.26,ACESSO À REDE WI-FI,56,SNAT Alternativo,Port45.22,Port12,192.168.236.155,10.69.249.170,14273,8080.0,ICMP,1
2025-03-06 11:36:47,Firewall Rule,Allowed,guest@pmg.local,166.39,TRÁFEGO INTERNO,284,Redirecionamento SNAT,Port19.61,Port5,10.42.62.232,192.168.245.79,5618,3306.0,TCP,0
2025-03-06 11:36:58,Session Log,Allowed,admin@pmg.local,205.59,ACESSO INTERNET REDE DE ACESSO,157,Custom SNAT,Port24.87,Port22,10.140.180.11,172.21.69.83,14172,3306.0,TCP,1
2025-03-06 11:37:33,Allowed Access,Allowed,vazio@pmg.local,107.42,VPN CORPORATIVA,62,Redirecionamento SNAT,Port46.19,Port9,10.238.166.221,192.168.97.114,16553,38391.0,ICMP,0
2025-03-06 11:36:30,Firewall Rule,Allowed,admin@pmg.local,107.96,TRÁFEGO INTERNO,170,Redirecionamento SNAT,Port49.38,Port6,172.19.191.186,10.28.157.8,5362,25.0,ICMP,0
2025-03-06 11:37:29,Firewall Rule,Allowed,scanner@iot.local,21.24,REDE EDUCACIONAL,200,Default SNAT IPv4,Port13.22,Port26,10.140.180.11,192.168.219.178,60771,110.0,TCP,1
2025-03-06 11:36:21,Session Log,Allowed,scanner@iot.local,28.45,ACESSO À REDE WI-FI,209,Custom SNAT,Port38.47,Port20,172.27.212.85,192.168.186.236,7100,8443.0,ICMP,0
2025-03-06 11:36:38,Allowed Access,Accepted,vazio@pmg.local,241.9,ACESSO À REDE WI-FI,267,SNAT Alternativo,Port27.64,Port9,192.168.123.48,10.236.134.171,6991,29856.0,TCP,0
2025-03-06 11:37:10,Session Log,Allowed,admin@pmg.local,109.57,REDE EDUCACIONAL,193,Default SNAT IPv4,Port37.65,Port35,10.96.144.48,172.28.228.84,35720,22.0,UDP,1
2025-03-06 11:36:56,Session Log,Allowed,usuario@pmg.local,185.04,TRÁFEGO INTERNO,247,Default SNAT IPv4,Port18.93,Port3,10.138.107.134,192.168.63.211,7025,110.0,TCP,1
2025-03-06 11:36:51,Session Log,Allowed,admin@pmg.local,56.77,REDE CONVIDADO,270,Custom SNAT,Port50.25,Port23,172.29.161.85,172.23.165.56,28068,110.0,TCP,1
2025-03-06 11:37:18,Allowed Access,Allowed,vazio@pmg.local,97.23,ACESSO À REDE WI-FI,113,SNAT Alternativo,Port12.91,Port17,172.22.167.238,10.28.157.8,40784,22.0,TCP,1
2025-03-06 11:36:36,Allowed Access,Allowed,guest@pmg.local,130.0,REDE EDUCACIONAL,250,Default SNAT IPv4,Port26.33,Port9,10.188.195.205,172.22.161.30,1293,3306.0,TCP,1
2025-03-06 11:37:08,Session Log,Allowed,vazio@pmg.local,126.27,TRÁFEGO INTERNO,267,Custom SNAT,Port42.5,Port3,172.31.71.208,192.168.139.107,33739,3306.0,TCP,0
2025-03-06 11:37:04,Firewall Rule,Allowed,admin@pmg.local,125.15,REDE EDUCACIONAL,118,SNAT Alternativo,Port35.69,Port27,10.42.13.51,172.22.169.205,39838,110.0,ICMP,0
2025-03-06 11:36:55,Firewall Rule,Allowed,admin@pmg.local,78.58,REDE EDUCACIONAL,212,Default SNAT IPv4,Port13.23,Port27,172.30.243.90,172.24.11.192,46606,3389.0,TCP,1
2025-03-06 11:37:17,Firewall Rule,Allowed,vazio@pmg.local,63.92,REDE CONVIDADO,68,SNAT Alternativo,Port22.98,Port19,10.42.18.129,192.168.165.101,29614,443.0,TCP,0
2025-03-06 11:37:43,Allowed Access,Allowed,usuario@pmg.local,76.6,REDE CONVIDADO,260,Custom SNAT,Port8.97,Port49,192.168.190.172,172.16.214.169,44777,143.0,UDP,0
2025-03-06 11:36:14,Allowed Access,Allowed,admin@pmg.local,150.46,REDE EDUCACIONAL,142,Custom SNAT,Port49.45,Port12,192.168.192.82,10.215.154.207,47070,80.0,ICMP,1
2025-03-06 11:36:31,Allowed Access,Allowed,usuario@pmg.local,49.66,REDE CONVIDADO,138,Default SNAT IPv4,Port35.39,Port43,10.236.153.206,192.168.106.16,21609,143.0,ICMP,0
2025-03-06 11:37:41,Firewall Rule,Allowed,usuario@pmg.local,167.28,VPN CORPORATIVA,160,SNAT Alternativo,Port49.80,Port2,172.21.94.138,172.18.237.192,8354,3306.0,TCP,0
2025-03-06 11:36:33,Session Log,Allowed,vazio@pmg.local,18.34,ACESSO À REDE WI-FI,213,Custom SNAT,Port12.30,Port7,172.17.127.128,10.193.181.181,13963,8443.0,UDP,0
2025-03-06 11:37:31,Firewall Rule,Allowed,usuario@pmg.local,119.65,REDE EDUCACIONAL,151,SNAT Alternativo,Port9.23,Port46,10.102.214.214,172.29.149.11,61419,3389.0,TCP,0
2025-03-06 11:36:46,Session Log,Allowed,vazio@pmg.local,204.98,VPN CORPORATIVA,221,Redirecionamento SNAT,Port18.55,Port35,10.48.14.134,10.87.52.168,50335,143.0,TCP,1
2025-03-06 11:36:11,Allowed Access,Allowed,vazio@pmg.local,171.88,ACESSO INTERNET REDE DE ACESSO,241,Custom SNAT,Port2.46,Port45,192.168.111.11,172.22.107.111,29645,3389.0,ICMP,0
2025-03-06 11:37:49,Session Log,Allowed,guest@pmg.local,236.43,VPN CORPORATIVA,278,SNAT Alternativo,Port42.69,Port23,172.22.164.238,10.192.192.124,64797,25.0,UDP,1
2025-03-06 11:36:04,Allowed Access,Allowed,admin@pmg.local,212.82,REDE EDUCACIONAL,257,Custom SNAT,Port3.85,Port50,192.168.34.38,192.168.199.63,55741,22.0,UDP,1
2025-03-06 11:37:20,Allowed Access,Allowed,scanner@iot.local,177.61,ACESSO À REDE WI-FI,233,SNAT Alternativo,Port36.57,Port20,10.232.145.112,10.191.243.254,3519,3389.0,TCP,0
2025-03-06 11:36:08,Allowed Access,Allowed,admin@pmg.local,175.69,TRÁFEGO INTERNO,260,SNAT Alternativo,Port20.77,Port29,10.195.242.13,192.168.144.195,24588,110.0,UDP,0
2025-03-06 11:36:13,Firewall Rule,Allowed,admin@pmg.local,36.7,ACESSO À REDE WI-FI,154,SNAT Alternativo,Port11.3,Port43,10.187.35.12,10.132.38.220,34298,35693.0,TCP,1
2025-03-06 11:37:53,Firewall Rule,Allowed,usuario@pmg.local,122.67,TRÁFEGO INTERNO,177,Custom SNAT,Port15.51,Port11,172.26.185.11,10.15.107.124,45987,3389.0,ICMP,0
2025-03-06 11:36:16,Session Log,Allowed,vazio@pmg.local,112.45,VPN CORPORATIVA,144,SNAT Alternativo,Port49.18,Port3,172.27.56.222,192.168.70.122,34190,8443.0,TCP,0
2025-03-06 11:36:42,Session Log,Allowed,guest@pmg.local,115.04,ACESSO INTERNET REDE DE ACESSO,211,Custom SNAT,Port47.30,Port32,10.9.247.47,10.156.104.94,16138,110.0,UDP,0
2025-03-06 11:36:31,Firewall Rule,Allowed,scanner@iot.local,92.45,REDE EDUCACIONAL,73,Default SNAT IPv4,Port10.94,Port21,10.103.223.191,192.168.212.190,45398,110.0,ICMP,1
2025-03-06 11:36:15,Firewall Rule,Allowed,guest@pmg.local,246.13,TRÁFEGO INTERNO,145,Default SNAT IPv4,Port7.83,Port4,10.49.122.17,172.18.77.27,15815,22.0,ICMP,0
2025-03-06 11:37:50,Allowed Access,Allowed,vazio@pmg.local,195.1,VPN CORPORATIVA,96,Default SNAT IPv4,Port46.14,Port33,172.31.13.39,192.168.44.235,57968,80.0,UDP,1
2025-03-06 11:37:40,Session Log,Allowed,guest@pmg.local,235.77,ACESSO À REDE WI-FI,57,SNAT Alternativo,Port22.34,Port27,10.108.251.190,10.97.127.227,3090,44178.0,ICMP,1
2025-03-06 11:36:33,Session Log,Allowed,scanner@iot.local,99.14,ACESSO À REDE WI-FI,300,SNAT Alternativo,Port16.99,Port32,172.27.162.49,172.28.228.84,24725,143.0,UDP,1
2025-03-06 11:36:24,Session Log,Allowed,usuario@pmg.local,120.12,TRÁFEGO INTERNO,254,Default SNAT IPv4,Port25.25,Port6,10.33.23.220,172.31.239.212,41347,8080.0,UDP,0
